,SteamId,ProfileURL,ReviewText,Review,ReviewLength,PlayHours,DatePosted
19,kaykayde,https://steamcommunity.com/id/kaykayde/,Victoria III when?,Recommended,16.0,249.0 hrs on record,Posted: 14 March
20,nerdybla,https://steamcommunity.com/id/nerdybla/,"Fun, but I bet Victoria 3 would be better!",Recommended,34.0,245.9 hrs on record,Posted: 22 March
21,76561198393863923,https://steamcommunity.com/profiles/76561198393863923/,8/10. Very confusing for new players but if you watch a few tutorials you'll be fine. Definitely worth the money. Once you figure the game out you will hundreds of hours of fun.,Recommended,145.0,121.1 hrs on record,Posted: 2 May
22,76561197979981868,https://steamcommunity.com/profiles/76561197979981868/,This game is too good that needs Victoria III. Simple as that 10/10,Recommended,55.0,379.3 hrs on record,Posted: 20 February
23,76561198350326727,https://steamcommunity.com/profiles/76561198350326727/,It's a map game. You make money. And commit war crimes.,Recommended,45.0,31.5 hrs on record,Posted: 26 July
24,76561198042812430,https://steamcommunity.com/profiles/76561198042812430/,"Most people start their adventure with strategy games by playing one of a Total War's. Then after geting bored with simple strategy games they want something a little bit more complicated. So they start playing games like ""Heart's of Iron IV"" or ""Europa Universalis IV"". But some are not satisfied with them. They get bored with lack of possibility to chage world in more way's then just map painting. After all what's the point of playing as Third Rich and defiting the allies, when only thing it achives is giving you more factories and defiting your enemies? What about holocaust? Or planned colonization of Labensraum? Or global aftermaches of Axis wining WWII? For people that ask such questions let me introdiuce you with Victoria 2. Amount of things you can influence is simply stagering. Complex economic simulations? Check Complex social simulations? Check Politics? Check Even thou game is practically speaking UNFINISHED, mod's like HPM or HFM solve every problem you might have with the game after understending how to play (witch is quite hard). Game have infinite replayablity. 11/10",Recommended,919.0,"1,013.7 hrs on record",Posted: 16 June
25,LawyerMan,https://steamcommunity.com/id/LawyerMan/,The game seems kinda cool. Still need to play it more to see if I like it or not.,Recommended,63.0,"1,593.5 hrs on record",Posted: 6 April
26,76561198957585634,https://steamcommunity.com/profiles/76561198957585634/,"If you have always dreamt of putting down rebellions, then this is the game for you.",Recommended,69.0,179.9 hrs on record,Posted: 10 April
27,mkinGtheGreat,https://steamcommunity.com/id/mkinGtheGreat/,"Victoria 3 confirmed and it’s not meme anymore. RIP Vic2, you will be missed. :) <3",Recommended,68.0,148.3 hrs on record,Posted: 21 May
28,Amici,https://steamcommunity.com/id/Amici/,economic cocaine,Recommended,15.0,68.6 hrs on record,Posted: 13 March
29,lucasvds,https://steamcommunity.com/id/lucasvds/,RAILROADS,Recommended,9.0,56.2 hrs on record,Posted: 2 May
30,Aldder,https://steamcommunity.com/id/Aldder/,"Played it for a little, it's pretty good. We can have a little genocide.",Recommended,59.0,"2,030.9 hrs on record",Posted: 12 June
31,76561198144479063,https://steamcommunity.com/profiles/76561198144479063/,Great game! I finally learned that the Industrial Revolution was built on liquor factory spam and Super Germany is peak Europe.,Recommended,107.0,32.7 hrs on record,Posted: 27 March
32,76561198043881274,https://steamcommunity.com/profiles/76561198043881274/,Still don't understand this game and honestly that's half the magic,Recommended,57.0,216.3 hrs on record,Posted: 4 July
33,76561199044619698,https://steamcommunity.com/profiles/76561199044619698/,"Dont know how to play it, but its good",Recommended,30.0,35.2 hrs on record,Posted: 17 June
34,76561198828077959,https://steamcommunity.com/profiles/76561198828077959/,⡴⠑⡄⠀⠀⠀⠀⠀⠀⠀ ⣀⣀⣤⣤⣤⣀⡀ ⠸⡇⠀⠿⡀⠀⠀⠀⣀⡴⢿⣿⣿⣿⣿⣿⣿⣿⣷⣦⡀ ⠀⠀⠀⠀⠑⢄⣠⠾⠁⣀⣄⡈⠙⣿⣿⣿⣿⣿⣿⣿⣿⣆ ⠀⠀⠀⠀⢀⡀⠁⠀⠀⠈⠙⠛⠂⠈⣿⣿⣿⣿⣿⠿⡿⢿⣆ ⠀⠀⠀⢀⡾⣁⣀⠀⠴⠂⠙⣗⡀⠀⢻⣿⣿⠭⢤⣴⣦⣤⣹⠀⠀⠀⢀⢴⣶⣆ ⠀⠀⢀⣾⣿⣿⣿⣷⣮⣽⣾⣿⣥⣴⣿⣿⡿⢂⠔⢚⡿⢿⣿⣦⣴⣾⠸⣼⡿ ⠀⢀⡞⠁⠙⠻⠿⠟⠉⠀⠛⢹⣿⣿⣿⣿⣿⣌⢤⣼⣿⣾⣿⡟⠉ ⠀⣾⣷⣶⠇⠀⠀⣤⣄⣀⡀⠈⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇ ⠀⠉⠈⠉⠀⠀⢦⡈⢻⣿⣿⣿⣶⣶⣶⣶⣤⣽⡹⣿⣿⣿⣿⡇ ⠀⠀⠀⠀⠀⠀⠀⠉⠲⣽⡻⢿⣿⣿⣿⣿⣿⣿⣷⣜⣿⣿⣿⡇ ⠀⠀ ⠀⠀⠀⠀⠀⢸⣿⣿⣷⣶⣮⣭⣽⣿⣿⣿⣿⣿⣿⣿⠇ ⠀⠀⠀⠀⠀⠀⣀⣀⣈⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇ ⠀⠀⠀⠀⠀⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿,Recommended,306.0,40.8 hrs on record,Posted: 1 April
35,76561198041289981,https://steamcommunity.com/profiles/76561198041289981/,"I legitimately don't understand what I'm doing or why the big red numbers are looking at me like that. But that's okay, I still annexed Texas somehow!",Recommended,124.0,66.2 hrs on record,Posted: 22 May
36,76561198022737847,https://steamcommunity.com/profiles/76561198022737847/,"A very unique grand strategy game. The UI takes some time to get used to, but overall my favorite paradox game",Recommended,90.0,939.0 hrs on record,Posted: 26 February
37,blargle123,https://steamcommunity.com/id/blargle123/,the jacobin rebels haunt my dreams,Recommended,29.0,342.3 hrs on record,Posted: 10 July
38,Siru2,https://steamcommunity.com/id/Siru2/,paradox plz release victoria 4 I need it victoria 3 isn't enough,Recommended,53.0,384.3 hrs on record,Posted: 5 April
39,Kapitalisti,https://steamcommunity.com/id/Kapitalisti/,"Great game, I have no idea what I'm doing but I'm having fun. Just follow basic imperialist logic of more is more, bigger numbers are better than small numbers and other people's resources are just your resources you haven't bothered to collect yet.",Recommended,207.0,458.5 hrs on record,Posted: 30 May
40,adamfrye,https://steamcommunity.com/id/adamfrye/,dont play without the dlc.,Recommended,22.0,842.1 hrs on record,Posted: 4 July
41,76561199035698756,https://steamcommunity.com/profiles/76561199035698756/,Product received for free the liberals ruined my country,Not Recommended,48.0,92.9 hrs on record,Posted: 15 June
42,quekara,https://steamcommunity.com/id/quekara/,Do you like the 19th century? Do you like nationalism and imperialism reshaping the globe? Are you a bigger fan of spreadsheets than actual gameplay? Well then this gem from Paradox Interactive might just take up the next few hundred hours of your life <3,Recommended,211.0,186.6 hrs on record,Posted: 13 June
43,76561198007876634,https://steamcommunity.com/profiles/76561198007876634/,"Firstly I love this game because I can play my own country - Transvaal. Secondly I love this game because it focus on what I find interesting - governing a country. PS:  Transvaal was actually named the ZAR = Zuid Afrikaansche Republiek meaning the South African Republic. It later became the Transvaal Province in South Africa. Criticism: The game doesn't make provision for the Anglo-Boer War, one of the most important events in South African history and the very event that ended the existence of the Boer Republics (ZAR & Oranje) to merge with the British colonies of the Cape of Good Hope and Natal to form > South Africa. By the way, Oranje is actually the OVS (Oranje Vrij Staat), that later became the Vrystaat (Free State) province of South Africa. Where do these names come from? Transvaal means ""Across the Vaal River"". Oranje Vrij Staat (actually Trans Oranje Vrij Staat) means: ""The state free of British rule on the other side of the Oranje River"". We just couldn't get away from those bloody British! LOL",Recommended,843.0,"1,009.7 hrs on record",Posted: 22 June
44,divired,https://steamcommunity.com/id/divired/,what zero рussу does to a mf: the game,Recommended,30.0,3.8 hrs on record,Posted: 15 August
45,PlayingHazard,https://steamcommunity.com/id/PlayingHazard/,"Just found out I had 2000+ save files on Victoria 2 totaling 79 GB's worth of storage. Worth every byte, would recommend! Mods I used during my 623 hours (at the time of writting): ANSWR (Great, but not complete) AOE (Decent) BAI (Played like 2x) COE (Decent) CWE (Played once :P) DoD (10/10) GFM (12/10) HFM (Classic 10/10) HFM Expanded (10/10) HPM (Free DLC) Anon's Edits for HFM (100/10)",Recommended,322.0,641.2 hrs on record,Posted: 5 August
46,Dolbez,https://steamcommunity.com/id/Dolbez/,"VICTORIA 3 IS GO, Use this to want to play VICTORIA 3! Get the game and get hyped for VICTORIA 3",Recommended,76.0,21.9 hrs on record,Posted: 21 May
47,rawrxd111,https://steamcommunity.com/id/rawrxd111/,"♥♥♥♥♥♥♥♥♥ this game is confusing. I have hundreds of hours in Crusader Kings, Europa Universalis, and Hearts of Iron but this game still kicks my ass. The UI is like looking at an excel spreadsheet. i'm sure the game is great, I'm just small-brained and can't figure out what the hell I'm supposed to do in it.",Recommended,254.0,2.4 hrs on record,Posted: 6 April
48,AlfredvonBon,https://steamcommunity.com/id/AlfredvonBon/,I love colonialism so much that I decided to buy an entire game that at one point mostly focuses on colonialism. If only the people of the 1800s knew that colonizing was as simple as having 4 technologies and clicking a button when you are able to click the button.,Recommended,216.0,236.6 hrs on record,Posted: 3 August
49,76561198947430913,https://steamcommunity.com/profiles/76561198947430913/,Hard to learn but incredibly fun,Recommended,27.0,158.1 hrs on record,Posted: 16 June
50,76561198300799098,https://steamcommunity.com/profiles/76561198300799098/,Send help they have my family,Recommended,24.0,34.0 hrs on record,Posted: 22 July
51,76561199008595571,https://steamcommunity.com/profiles/76561199008595571/,"With all DLC it's possibly the best paradox game. You should not buy it for the €50 it normally costs though (without the sprite packs of course) because you can also just wait a couple of weeks or a month and get the whole game for between €15-20. Also, you should really buy the DLCs the DLCs make the game way better, and you should also download HPM.",Recommended,287.0,640.5 hrs on record,Posted: 4 May
52,76561198056684599,https://steamcommunity.com/profiles/76561198056684599/,"If you like map painting, being the best at industry, and colonialism? Then this is the game for you. You can give people rights, and make their lives better, or worse. Create awesome nations and some nice throw backs with some great mods like HPM and HFM.",Recommended,210.0,367.3 hrs on record,Posted: 16 June
53,Jerry_Seinfeld617,https://steamcommunity.com/id/Jerry_Seinfeld617/,kill me,Not Recommended,6.0,585.6 hrs on record,Posted: 8 March
54,tapiocaphobe,https://steamcommunity.com/id/tapiocaphobe/,old as hell but a fantastic game,Recommended,26.0,322.8 hrs on record,Posted: 2 April
55,76561198055537684,https://steamcommunity.com/profiles/76561198055537684/,God I wish they would make another,Recommended,28.0,192.7 hrs on record,Posted: 20 May
56,76561198074423378,https://steamcommunity.com/profiles/76561198074423378/,VICTORIA 3 CONFIRMED!!! VICTORIA 3 CONFIRMED!!! VICTORIA 3 CONFIRMED!!!,Recommended,63.0,72.1 hrs on record,Posted: 21 May
57,76561198869550501,https://steamcommunity.com/profiles/76561198869550501/,ballin,Recommended,6.0,422.0 hrs on record,Posted: 22 July
58,76561198807995154,https://steamcommunity.com/profiles/76561198807995154/,"This game is really enjoyable for one so old. It's one of the few games available which cover the Nineteenth Century, which is a shame, since it's actually a very interesting period. Its strongest feature is its economic system, which is quite in-depth and dynamic (note that I play with the Pop Demand Mod, which greatly improves the economy, among many other things). The simulation of political reform and development is also very interesting, the tech and invention system is Civ-like, while the diplomacy model is alright. The military aspect could use some attention in any possible sequel, as it's a bit generic and bland. Overall, this is a very good game with a community which remains active and a lot of mods available at the Paradox forums. I've put a lot more hours into this than my profile reflects, having bought it originally on Gamersgate when it released, and I remain among those hoping devoutly for a sequel.",Recommended,771.0,74.6 hrs on record,Posted: 29 April
59,mokiniggaballs,https://steamcommunity.com/id/mokiniggaballs/,They really had a cd copy of the vic3 trailer in a box on the wall titled ''in the event of a pr problem break glass'' huh,Recommended,96.0,145.5 hrs on record,Posted: 1 August
60,SexyHairyMan,https://steamcommunity.com/id/SexyHairyMan/,China westernizing is an end-game crisis,Recommended,35.0,124.9 hrs on record,Posted: 17 June
61,76561199138496062,https://steamcommunity.com/profiles/76561199138496062/,Still don't understand it. Good game.,Recommended,32.0,8.0 hrs on record,Posted: 26 June
